"chat_text","intent"
"cara save hasil job match score gimana?","bantuan_fitur_aplikasi"
"minta tolong cara notifikasi dong","bantuan_fitur_aplikasi"
"cara meningkatkan ganti password gimana?","bantuan_fitur_aplikasi"
"gimana cara resign yang baik tanpa dimusuhin bos.","out_of_context"
"buka lowongan data analyst ngga min?","cari_lowongan"
"cara download hasil bookmark loker jadi bentuk pdf gimana min?","bantuan_fitur_aplikasi"
"kenapa kodingan react aku ngebug ya pas di-run?","out_of_context"
"cek kecocokan profil saya sama loker ui/ux designer dong.","analisis_skill_gap"
"tujuan hidup manusia itu apa sih","out_of_context"
"yooo, makasih banyak ya","salam_sapaan"
"cara daftar pinjol yang aman dan resmi OJK.","out_of_context"
"menu ganti password sebelah mana min?","bantuan_fitur_aplikasi"
"cariin posisi data analyst di jakarta","cari_lowongan"
"thanks a lot.","salam_sapaan"
"Tiap kali gw klik menu bookmark loker kok muter-muter doang ya layarnya","bantuan_fitur_aplikasi"
"p","salam_sapaan"
"ada posisi kosong bt data analyst yang wajib bisa kubernetes ga","cari_lowongan"
"bro, bookmark loker perlu di-upload ke profil gw ga sih naruhnya di tab mana","bantuan_fitur_aplikasi"
"kenapa kecocokan aku cuma sedikit di loker data scientist?","analisis_skill_gap"
"cara akses profil dimana ya","bantuan_fitur_aplikasi"
"skor bola tadi malam","out_of_context"
"menu dashboard job market sebelah mana min","bantuan_fitur_aplikasi"
"apakah CV aku udah pas buat posisi ui/ux designer.","analisis_skill_gap"
"info loker fullstack developer terbaru dong.","cari_lowongan"
"tools apa aja yang wajib dipelajari buat devops engineer","tanya_roadmap_karir"
"cara meningkatkan skill gap analysis gmn?","bantuan_fitur_aplikasi"
"apa yang harus aku tambahin di cv biar match sama backend developer?","analisis_skill_gap"
"cek loker fullstack developer yg available dong","cari_lowongan"
"Eh, kalau gw udah isi data, itu otomatis masuk ke PDF yang di-generate job match score nggak sih.","bantuan_fitur_aplikasi"
"apa yg harus aku tambahin di cv biar match sama qa engineer?","analisis_skill_gap"
"kalau dari non-it ke qa engineer urutannya gmn min?","tanya_roadmap_karir"
"tolong cariin loker data scientist dong","cari_lowongan"
"min, profil itu fungsinya buat apa?","bantuan_fitur_aplikasi"
"struktur portofolio yang bagus buat frontend developer kayak gmana.","tanya_tips_rekrutmen"
"minta saran roadmap karir untuk machine learning engineer.","tanya_roadmap_karir"
"HRD tuh suka CV yg kayak gmn ya sih buat data analyst?","tanya_tips_rekrutmen"
"tolong cariin loker fullstack developer dong","cari_lowongan"
"cek kecocokan profil saya sama loker ui/ux designer dong","analisis_skill_gap"
"cara nego gaji devops engineer yang bener gmn?","tanya_tips_rekrutmen"
"tombol buat liat upload cv dimana sih","bantuan_fitur_aplikasi"
"kok cv analyzer error ya","bantuan_fitur_aplikasi"
"malam, makasih ya","salam_sapaan"
"Tab bookmark loker di profil gw kok ngeblank putih doang ya","bantuan_fitur_aplikasi"
"Cara download hasil ganti password jadi bentuk PDF gimana min","bantuan_fitur_aplikasi"
"bisa tolong buatin study plan buat data scientist","tanya_roadmap_karir"
"kenapa bookmark loker gak muncul?","bantuan_fitur_aplikasi"
"kenapa kecocokan aku cuma sedikit di loker ui/ux designer","analisis_skill_gap"
"apakah portofolio git wajib dilampirkan pas daftar ui/ux designer?","tanya_tips_rekrutmen"
"min, gw pengen kerjaan yg ngurusin machine learning gitu dong, buka nggak","cari_lowongan"
"gimana cara nego gaji biar ga kerendahan.","tanya_tips_rekrutmen"
"cara akses job match score dimana ya?","bantuan_fitur_aplikasi"
"mending belajar machine learning dulu atau apa ya biar bisa jadi frontend developer","tanya_roadmap_karir"
"kalo mau update data di profil, harus ngulang dari awal atau bisa edit sebagian","bantuan_fitur_aplikasi"
"cara meningkatkan bookmark loker gmana?","bantuan_fitur_aplikasi"
"tolong jelasin donk cara kerja algoritma dijkstra","out_of_context"
"mau jadi data scientist harus mulai dari mana?","tanya_roadmap_karir"
"cek loker qa engineer ygn available dong","cari_lowongan"
"dari nol sampe jago machine learning engineer belajarnya apa aja?","tanya_roadmap_karir"
"gue lagi nyari loker yang kerjanya pake docker nih min","cari_lowongan"
"minta script untuk auto clicker dong","out_of_context"
"saya butuh belajar apa lagi biar lolos loker machine learning engineer.","analisis_skill_gap"
"struktur portofolio ygn bagus buat qa engineer kayak gimana","tanya_tips_rekrutmen"
"cara jawab kelemahan diri pas interview gimana?.","tanya_tips_rekrutmen"
"kira-kira peluang aku diterima sebagai devops engineer gede ngga?","analisis_skill_gap"
"apa yang harus aku tambahin di CV biar match sama mobile developer","analisis_skill_gap"
"hi","salam_sapaan"
"ada loker frontend developer yang butuh node.js ga","cari_lowongan"
"bocoran pertanyaan interview hrd donk bt ui/ux designer.","tanya_tips_rekrutmen"
"tools apa aja yang wajib dipelajari buat frontend developer?","tanya_roadmap_karir"
"apa arti skor di job match score","bantuan_fitur_aplikasi"
"gimana cara nego gaji biar nggak kerendahan?","tanya_tips_rekrutmen"
"aku punya skill machine learning, cocok ga apply mobile developer","analisis_skill_gap"
"cariin posisi fullstack developer di jakarta","cari_lowongan"
"mau jadi data analyst harus mulai dari mana?","tanya_roadmap_karir"
"Berapa persen match score aku buat apply backend developer","analisis_skill_gap"
"siang, thanks a lot","salam_sapaan"
"gw lagi nyari loker yang kerjanya pake ci/cd nih min","cari_lowongan"
"tolong cariin loker qa engineer dong.","cari_lowongan"
"selamat pagi, makasih ya.","salam_sapaan"
"gimana cara resign yang baik tanpa dimusuhin bos","out_of_context"
"referensi roadmap data analyst tahun ini.","tanya_roadmap_karir"
"Cekin profil gw dng, udah cocok belum lamar machine learning engineer di startup?","analisis_skill_gap"
"tools apa aja yang wajib dipelajari bwt data analyst","tanya_roadmap_karir"
"bs tolong buatin study plan bwt qa engineer","tanya_roadmap_karir"
"Ada loker ui/ux designer hari ini","cari_lowongan"
"ada posisi kosong buat data scientist yang wajib bisa figma ga","cari_lowongan"
"ada loker fullstack developer yang butuh aws ga?","cari_lowongan"
"alur belajar data scientist bwt pemula.","tanya_roadmap_karir"
"HRD tuh suka CV ygn kayak gimana sih buat machine learning engineer?","tanya_tips_rekrutmen"
"gmn ya cara pakai skill gap analysis","bantuan_fitur_aplikasi"
"Berapa persen match score aku buat apply qa engineer?.","analisis_skill_gap"
"tolong bikinin desain logo buat perusahaan gw","out_of_context"
"apakah ai bakal gantiin kerjaan programmer.","out_of_context"
"cek kecocokan profil saya sama loker backend developer dong","analisis_skill_gap"
"Cara nego gaji devops engineer yg bener gimana?","tanya_tips_rekrutmen"
"tolong analisis skill gap aku untuk loker qa engineer","analisis_skill_gap"
"syarat machine learning engineer minta python, aku belum bisa. aman gk?","analisis_skill_gap"
"eh, kalau gw udah isi data, itu otomatis masuk ke pdf yang di-generate ganti password ga sih","bantuan_fitur_aplikasi"
"min, gue pengen kerjaan yg ngurusin node.js gitu dong, buka gak","cari_lowongan"
"tools apa aja yang wajib dipelajari bwt ui/ux designer","tanya_roadmap_karir"
"tunjukin daftar lowongan devops engineer donk","cari_lowongan"
"bisa minta tolong cek job match score saya?","bantuan_fitur_aplikasi"
"ada posisi kosong buat ui/ux designer yang wajib bisa machine learning ga","cari_lowongan"
"ada lowongan qa engineer yang full wfh ngga?.","cari_lowongan"
"malam, thanks","salam_sapaan"
"bocoran pertanyaan interview hrd dong buat devops engineer.","tanya_tips_rekrutmen"
"kalau dari non-IT ke devops engineer urutannya gimana min?.","tanya_roadmap_karir"
"kalo mau update data di cv analyzer, harus ngulang dari awal atau bisa edit sebagian?","bantuan_fitur_aplikasi"
"tips biar lolos screening CV","tanya_tips_rekrutmen"
"apakah portofolio python wajib dilampirkan pas daftar devops engineer?","tanya_tips_rekrutmen"
"awal belajar fullstack developer tuh harus kuasain sql dulu ya","tanya_roadmap_karir"
"awal belajar fullstack developer tuh harus kuasain machine learning dulu ya.","tanya_roadmap_karir"
"min, bookmark loker itu fungsinya bt apa?","bantuan_fitur_aplikasi"
"cek loker data scientist yang available dong","cari_lowongan"
"apa yang harus aku tambahin di cv biar match sama backend developer","analisis_skill_gap"
"kemarin saya ditolak hrd terus, mending tambahin apa ya di porto saya.","tanya_tips_rekrutmen"
"cek kecocokan profil saya sama loker devops engineer dong.","analisis_skill_gap"
"Ada loker data analyst hari ini?","cari_lowongan"
"Fitur bookmark loker kok tiba-tiba ilang dari layar gw?","bantuan_fitur_aplikasi"
"aku grogi interview, ada tips ga.","tanya_tips_rekrutmen"
"gimana cara pakai skill gap analysis","bantuan_fitur_aplikasi"
"cek kecocokan profil saya sama loker data analyst dong","analisis_skill_gap"
"bisa minta tolong cek skill gap analysis saya?.","bantuan_fitur_aplikasi"
"buka lowongan backend developer ngga min?","cari_lowongan"
"sore kak.","salam_sapaan"
"awal belajar data scientist tuh harus kuasain aws dulu ya","tanya_roadmap_karir"
"pagi min","salam_sapaan"
"cara meningkatkan ganti password gmn ya?","bantuan_fitur_aplikasi"
"kalau dari non-it ke machine learning engineer urutannya gmn ya min","tanya_roadmap_karir"
"roadmap belajar frontend developer dng min.","tanya_roadmap_karir"
"bocoran pertanyaan interview HRD dong buat data scientist","tanya_tips_rekrutmen"
"siap.","salam_sapaan"
"saya udah bsa css, tolong cekin dong saya udah pantes belum lamar loker ini","analisis_skill_gap"
"min, cv analyzer itu fungsinya bt apa?","bantuan_fitur_aplikasi"
"apakah CV aku udah pas buat posisi mobile developer.","analisis_skill_gap"
"step by step belajar frontend developer dong","tanya_roadmap_karir"
"apa yg harus aku tambahin di CV biar match sama ui/ux designer?.","analisis_skill_gap"
"mau jadi data scientist harus mulai dari mana.","tanya_roadmap_karir"
"fitur bt nyimpen loker ini sebelah mana sih kok tiba-tiba ilang?","bantuan_fitur_aplikasi"
"perusahaan mana aja yang lagi buka lowongan machine learning engineer?.","cari_lowongan"
"menu dashboard job market sebelah mana min?","bantuan_fitur_aplikasi"
"kira-kira peluang aku diterima sebagai backend developer gede ga","analisis_skill_gap"
"struktur portofolio ygn bagus bt qa engineer kayak gmn ya","tanya_tips_rekrutmen"
"tolong analisis skill gap aku untuk loker data scientist","analisis_skill_gap"
"alur belajar fullstack developer buat pemula","tanya_roadmap_karir"
"tolong bikinin desain logo buat perusahaan gw.","out_of_context"
"tq","salam_sapaan"
"kalo mau fokus ke kubernetes bt jadi data analyst jalurnya gimana?.","tanya_roadmap_karir"
"tolong hack akun instagram mantan gw min","out_of_context"
"kekurangan CV saya untuk loker devops engineer apa aja?","analisis_skill_gap"
"cek loker mobile developer yang available dong","cari_lowongan"
"tolong cariin loker frontend developer donk","cari_lowongan"
"gw lagi nyari loker yang kerjanya pake python nih min","cari_lowongan"
"mending belajar html dulu atau apa ya biar bisa jadi machine learning engineer","tanya_roadmap_karir"
"ada lowongan machine learning engineer yg full wfh ngga?","cari_lowongan"
"ada loker data analyst yang butuh aws ga","cari_lowongan"
"syarat backend developer minta sql, aku belum bisa. aman nggak?","analisis_skill_gap"
"gimana caranya belajar frontend developer secara sistematis","tanya_roadmap_karir"
"format cv yg disukai ats itu gmn ya sih?","tanya_tips_rekrutmen"
"cara save hasil cv analyzer gimana?","bantuan_fitur_aplikasi"
"cara akses dashboard job market dimana ya","bantuan_fitur_aplikasi"
"eh, kalau gw udah isi data, itu otomatis masuk ke pdf yang di-generate profil gak sih","bantuan_fitur_aplikasi"
"gimana cara pakai notifikasi?","bantuan_fitur_aplikasi"
"ada loker fullstack developer hari ini?.","cari_lowongan"
"ada loker devops engineer ygn butuh figma gak?","cari_lowongan"
"cara masukin javascript ke portofolio biar dilirik rekruter gimana?.","tanya_tips_rekrutmen"
"Fitur bwt nyimpen loker ini sebelah mana sih kok tiba-tiba ilang?","bantuan_fitur_aplikasi"
"bisa tolong buatin study plan buat machine learning engineer","tanya_roadmap_karir"
"fitur cv analyzer kok tiba-tiba ilang dari layar gua","bantuan_fitur_aplikasi"
"bisa tolong review profil aku cocok gk buat loker ui/ux designer?","analisis_skill_gap"
"selamat siang, tq","salam_sapaan"
"perusahaan mana aja yang lagi buka lowongan fullstack developer?","cari_lowongan"
"bro, notifikasi perlu di-upload ke profil gw ga sih? naruhnya di tab mana?","bantuan_fitur_aplikasi"
"skill aku kurang apa ya bwt jadi mobile developer","analisis_skill_gap"
"kalo mau fokus ke node.js bt jadi machine learning engineer jalurnya gimana?","tanya_roadmap_karir"
"p, thx","salam_sapaan"
"awal belajar fullstack developer tuh harus kuasain ci/cd dulu ya?","tanya_roadmap_karir"
"gimana caranya belajar ui/ux designer secara sistematis?","tanya_roadmap_karir"
"referensi roadmap data analyst tahun ini","tanya_roadmap_karir"
"selamat siang, thanks a lot","salam_sapaan"
"syarat devops engineer minta aws, aku belum bisa. aman ga?.","analisis_skill_gap"
"Kalo mau update data di job match score, harus ngulang dari awal atau bisa edit sebagian","bantuan_fitur_aplikasi"
"ada loker data scientist yang butuh javascript gak?","cari_lowongan"
"cara meningkatkan cv analyzer gmn?","bantuan_fitur_aplikasi"
"cek kecocokan profil saya sama loker data scientist donk.","analisis_skill_gap"
"cek loker data scientist ygn available dong","cari_lowongan"
"saya butuh belajar apa lagi biar lolos loker machine learning engineer","analisis_skill_gap"
"alur belajar backend developer buat pemula","tanya_roadmap_karir"
"kayaknya gw ga sanggup deh lamar posisi devops engineer, mending belajar dari mana dulu ya","tanya_roadmap_karir"
"skill git aku udah cukup belum bt lamar fullstack developer?","analisis_skill_gap"
"apakah cv aku udah pas bwt posisi fullstack developer?","analisis_skill_gap"
"Bikinin gw resume bahasa inggris dong mincara pdkt sama rekan kerja gimana ya?","out_of_context"
"kekurangan cv saya untuk loker mobile developer apa aja","analisis_skill_gap"
"kenapa skill gap analysis gak muncul?","bantuan_fitur_aplikasi"
"tolong buatin desain figma buat aplikasi kasir dong","out_of_context"
"aku lagi nyari loker yang kerjanya pake html nih min","cari_lowongan"
"cara merawat tanaman hias","out_of_context"
"format cv ygn disukai ats itu gmn sih?","tanya_tips_rekrutmen"
"apakah ai bakal gantiin kerjaan programmer?","out_of_context"
"tunjukin daftar lowongan backend developer dong","cari_lowongan"
"rekomendasi laptop 10 jutaan buat programmer dong","out_of_context"
"cek kecocokan profil saya sama loker devops engineer donk.","analisis_skill_gap"
"cara config docker compose bwt database mysql gmn ya?","out_of_context"
"saya lagi nyari loker yang kerjanya pake figma nih min","cari_lowongan"
"cara bikin rendang daging yang empuk gimana ya?","out_of_context"
"cara lapor SPT tahunan pajak penghasilan gimana","out_of_context"
"bisa tolong buatin study plan buat backend developer?","tanya_roadmap_karir"
"minta saran roadmap karir untuk frontend developer.","tanya_roadmap_karir"
"hrd tuh suka cv yang kayak gimana sih buat devops engineer.","tanya_tips_rekrutmen"
"syarat data scientist minta sql, aku belum bsa. aman ga?","analisis_skill_gap"
"cara akses cv analyzer dimana ya?","bantuan_fitur_aplikasi"
"berapa persen match score aku buat apply devops engineer","analisis_skill_gap"
"saya butuh belajar apa lagi biar lolos loker qa engineer","analisis_skill_gap"
"info loker qa engineer terbaru dong.","cari_lowongan"
"cekin profil aku dong, udah cocok belum lamar mobile developer di startup?","analisis_skill_gap"
"ada loker devops engineer hari ini","cari_lowongan"
"cara save hasil notifikasi gimana?","bantuan_fitur_aplikasi"
"bisa tolong buatin study plan buat qa engineer?","tanya_roadmap_karir"
"ada loker frontend developer hari ini","cari_lowongan"
"cara menghadapi coding test ui/ux designer gimana?.","tanya_tips_rekrutmen"
"baik.","salam_sapaan"
"bisa tolong review profil aku cocok ga buat loker frontend developer?","analisis_skill_gap"
"awal belajar data analyst tuh harus kuasain javascript dulu ya","tanya_roadmap_karir"
"Bro, cv analyzer perlu di-upload ke profil gw nggak sih Naruhnya di tab mana","bantuan_fitur_aplikasi"
"kok bookmark loker error ya?","bantuan_fitur_aplikasi"
"struktur portofolio ygn bagus buat backend developer kayak gmn ya?","tanya_tips_rekrutmen"
"apakah cv aku udah pas bwt posisi machine learning engineer?","analisis_skill_gap"
"apakah hasil skill gap analysis akurat?","bantuan_fitur_aplikasi"
"aku grogi interview, ada tips gak?","tanya_tips_rekrutmen"
"tunjukin daftar lowongan frontend developer donk.","cari_lowongan"
"Tips bikin CV ATS friendly dong.","tanya_tips_rekrutmen"
"ada loker mobile developer yg butuh react ga","cari_lowongan"
"perusahaan mana aja yang lagi buka lowongan frontend developer?.","cari_lowongan"
"kalo mau update data di skill gap analysis, harus ngulang dari awal atau bisa edit sebagian?","bantuan_fitur_aplikasi"
"min, gw pengen kerjaan yang ngurusin ci/cd gitu donk, buka ga","cari_lowongan"
"mending belajar docker dulu atau apa ya biar bisa jadi ui/ux designer","tanya_roadmap_karir"
"mending rakit pc atau beli laptop gaming?","out_of_context"
"aku punya skill figma, cocok ga apply qa engineer?","analisis_skill_gap"
"minta saran roadmap karir untuk mobile developer","tanya_roadmap_karir"
"Berapa persen match score aku buat apply devops engineer?","analisis_skill_gap"
"bisa tolong buatin study plan buat devops engineer?","tanya_roadmap_karir"
"eh, kalau gw udah isi data, itu otomatis masuk ke pdf yang di-generate skill gap analysis ga sih","bantuan_fitur_aplikasi"
"siang","salam_sapaan"
"ada loker qa engineer yang butuh html ga.","cari_lowongan"
"Kayaknya gue gak sanggup deh lamar posisi ui/ux designer, mending belajar dari mana dulu ya?.","tanya_roadmap_karir"
"apa yang harus aku tambahin di cv biar match sama mobile developer?","analisis_skill_gap"
"syarat pengajuan KPR rumah subsidi apa aja","out_of_context"
"kalo mau update data di job match score, harus ngulang dari awal atau bisa edit sebagian","bantuan_fitur_aplikasi"
"bikinin caption linkedin buat pamer sertifikat dong","out_of_context"
"apakah portofolio machine learning wajib dilampirkan pas daftar data analyst?","tanya_tips_rekrutmen"
"cara menghadapi coding test fullstack developer gimana","tanya_tips_rekrutmen"
"kalo mau fokus ke aws buat jadi frontend developer jalurnya gimana?","tanya_roadmap_karir"
"tolong bikinin desain logo bwt perusahaan gw","out_of_context"
"rekomendasi kado bwt atasan cowok donk","out_of_context"
"cek loker qa engineer yg available dng","cari_lowongan"
"kira-kira peluang aku diterima sebagai data scientist gede ngga.","analisis_skill_gap"
"ada posisi kosong buat backend developer yang wajib bisa node.js gk?","cari_lowongan"
"aku lagi nyari loker yg kerjanya pake html nih min","cari_lowongan"
"hrd tuh suka cv yang kayak gmn sih buat devops engineer?","tanya_tips_rekrutmen"
"pagi min, terima kasih","salam_sapaan"
"bisa tolong buatin study plan buat mobile developer?","tanya_roadmap_karir"
"kayaknya gua gak sanggup deh lamar posisi devops engineer, mending belajar dari mana dulu ya","tanya_roadmap_karir"
"mau nyari kerjaan sebagai fullstack developer nih","cari_lowongan"
"Berapa persen match score aku buat apply data scientist","analisis_skill_gap"
"cara jawab kelemahan diri pas interview gmana","tanya_tips_rekrutmen"
"bro, cv analyzer perlu di-upload ke profil gw ga sih naruhnya di tab mana","bantuan_fitur_aplikasi"
"struktur portofolio yang bagus buat backend developer kayak gmn ya?","tanya_tips_rekrutmen"
"perusahaan mana aja yang lagi buka lowongan machine learning engineer?","cari_lowongan"
"tiap kali gw klik menu ganti password kok muter-muter doang ya layarnya?","bantuan_fitur_aplikasi"
"halo admin","salam_sapaan"
"gosip tech winter kapan beres ya?","out_of_context"
"min, gw pengen kerjaan yang ngurusin node.js gitu dong, buka ga","cari_lowongan"
"gw udah bs sql, tolong cekin donk gw udah pantes belum lamar loker ini?.","analisis_skill_gap"
"apakah hasil bookmark loker akurat?","bantuan_fitur_aplikasi"
"cekin profil gw donk, udah cocok belum lamar fullstack developer di startup?","analisis_skill_gap"
"kok upload cv error ya?","bantuan_fitur_aplikasi"
"Tab upload cv di profil gw kok ngeblank putih doang ya","bantuan_fitur_aplikasi"
"Berapa persen match score aku buat apply data analyst?","analisis_skill_gap"
"obat flu ygn ampuh","out_of_context"
"gmn cara nego gaji biar ga kerendahan","tanya_tips_rekrutmen"
"cara masukin sql ke portofolio biar dilirik rekruter gmn","tanya_tips_rekrutmen"
"bocoran pertanyaan interview HRD dong buat machine learning engineer","tanya_tips_rekrutmen"
"gmn cara manipulasi hasil psikotes online?.","out_of_context"
"mau jadi fullstack developer harus mulai dari mana?","tanya_roadmap_karir"
"saya butuh belajar apa lagi biar lolos loker data analyst?","analisis_skill_gap"
"apakah portofolio sql wajib dilampirkan pas daftar machine learning engineer?.","tanya_tips_rekrutmen"
"kalo mau fokus ke react buat jadi mobile developer jalurnya gimana","tanya_roadmap_karir"
"gimana caranya belajar qa engineer secara sistematis","tanya_roadmap_karir"
"cek loker frontend developer ygn available dong","cari_lowongan"
"Berapa persen match score aku bwt apply data scientist?","analisis_skill_gap"
"kira-kira peluang aku diterima sebagai ui/ux designer gede gak?","analisis_skill_gap"
"Kemarin aku ditolak hrd terus, mending tambahin apa ya di porto aku?","tanya_tips_rekrutmen"
"struktur portofolio ygn bagus buat mobile developer kayak gimana?","tanya_tips_rekrutmen"
"cara config docker compose buat database mysql gmn","out_of_context"
"aku punya skill javascript, cocok ga apply frontend developer","analisis_skill_gap"
"kualifikasi aku udah menuhin syarat fullstack developer belum","analisis_skill_gap"
"cara save hasil profil gimana?","bantuan_fitur_aplikasi"
"struktur portofolio yg bagus bwt ui/ux designer kayak gimana","tanya_tips_rekrutmen"
"Cara pake tombol dashboard job market ini gimana?","bantuan_fitur_aplikasi"
"cekin profil gw dong, udah cocok belum lamar data scientist di startup?","analisis_skill_gap"
"cek loker devops engineer yg available dong.","cari_lowongan"
"tolong analisis skill gap aku untuk loker fullstack developer","analisis_skill_gap"
"syarat ui/ux designer minta node.js, aku belum bisa. aman nggak?.","analisis_skill_gap"
"mau nyari kerjaan sebagai ui/ux designer nih","cari_lowongan"
"min, gw pengen kerjaan yang ngurusin html gitu dong, buka nggak","cari_lowongan"
"Cekin profil gw dong, udah cocok belum lamar machine learning engineer di startup?","analisis_skill_gap"
"Fitur ganti password kok tiba-tiba ilang dari layar gue?","bantuan_fitur_aplikasi"
"filter loker backend developer yang gajinya di atas 10 juta dng.","cari_lowongan"
"mau nyari kerjaan sebagai machine learning engineer nih","cari_lowongan"
"hrd tuh suka cv yang kayak gimana sih bt data scientist?","tanya_tips_rekrutmen"
"tunjukin daftar lowongan ui/ux designer dong.","cari_lowongan"
"HRD tuh suka CV yang kayak gimana sih bwt data scientist?.","tanya_tips_rekrutmen"
